CapShape,CapSurface,CapColor,Bruises,Odor,GillAttachment,GillSpacing,GillSize,GillColor,StalkShape,StalkRoot,StalkSurfaceAboveRing,StalkSurfaceBelowRing,StalkColorAboveRing,StalkColorBelowRing,VeilType,VeilColor,RingNumber,RingType,SporeColor,Population,Habitat,Edible
c,g,n,b,a,d,c,b,k,t,e,y,y,g,w,p,w,t,z,u,n,l,1
x,f,p,b,p,a,d,b,y,t,e,k,k,e,g,p,w,n,e,w,s,g,1
c,f,p,b,f,n,c,b,p,b,b,k,s,p,n,p,o,t,s,k,t,l,1
k,y,e,b,a,a,w,b,o,t,e,k,y,c,o,u,y,t,s,b,a,l,1
c,y,g,b,n,a,w,n,k,b,e,s,s,g,b,u,y,o,s,u,v,g,1
k,y,g,b,c,f,w,n,w,b,r,s,y,c,g,p,n,o,p,w,t,l,1
f,s,p,b,s,n,c,b,e,t,b,k,s,g,o,p,n,o,n,h,t,g,1
f,g,w,b,n,a,w,n,k,t,z,f,s,y,w,p,n,o,s,k,t,w,1
b,y,w,t,s,n,w,b,o,t,c,k,s,p,w,u,y,n,n,u,a,m,1
s,y,p,b,l,a,c,n,e,t,u,k,f,y,p,u,o,o,p,y,n,g,1
c,y,c,t,s,n,c,n,y,t,c,s,k,n,c,p,o,t,l,b,s,p,1
x,y,g,b,m,f,c,b,g,t,z,f,s,e,o,p,o,o,c,r,n,m,1
k,g,b,b,m,n,c,b,g,b,c,s,f,o,c,p,w,n,f,o,c,w,1
s,g,g,t,s,n,c,b,n,t,u,f,f,b,y,p,w,t,n,h,a,p,1
c,g,w,t,y,d,w,n,b,t,c,s,k,g,g,p,o,n,z,r,t,g,1
k,f,r,b,s,n,c,n,e,t,e,y,s,o,y,p,w,o,n,b,s,l,1
b,s,u,b,c,f,d,n,u,t,b,k,f,p,w,u,o,n,f,r,t,m,1
x,s,e,t,m,d,c,n,r,b,?,f,f,w,c,p,o,n,c,n,t,d,1
x,f,c,b,n,f,w,b,r,b,b,s,y,g,y,u,w,t,c,b,t,d,1
k,y,u,b,s,d,w,b,w,t,e,s,k,e,y,p,y,n,f,k,c,m,1
c,y,u,b,l,a,w,n,w,t,r,s,y,o,p,u,o,o,n,n,n,u,1
x,f,p,b,f,a,d,n,b,b,r,k,k,w,o,p,w,o,f,y,t,m,1
f,g,y,t,c,f,d,b,u,t,?,k,y,g,p,u,n,o,s,r,s,g,1
x,s,c,b,l,n,c,n,n,b,e,k,s,b,w,u,y,n,e,k,n,l,1
s,f,y,t,a,d,w,n,g,t,e,y,k,c,n,p,o,n,e,o,a,p,1
s,y,u,t,a,n,w,b,n,t,r,k,k,p,n,u,n,n,z,w,a,d,1
f,g,p,t,f,n,c,b,w,b,e,y,k,o,e,p,o,t,z,o,c,u,1
x,y,b,t,n,f,c,b,u,b,?,k,y,g,p,u,n,n,e,y,a,d,1
f,s,r,t,c,d,w,n,n,t,u,k,f,o,o,u,w,o,e,o,t,l,1
s,y,r,b,y,f,w,n,p,t,e,k,f,g,p,p,w,o,f,k,t,d,1
c,y,u,b,c,a,c,n,n,t,e,y,k,o,n,p,y,n,n,u,s,m,1
k,f,p,b,l,f,c,n,e,t,b,f,f,g,y,p,o,o,e,u,a,l,1
c,f,g,b,p,n,d,b,n,t,z,k,k,c,o,p,w,n,l,u,t,w,1
x,y,n,t,a,n,d,b,o,b,b,s,s,p,g,u,y,n,c,r,v,u,1
c,f,c,b,m,n,w,n,n,t,?,y,y,w,y,u,y,t,z,h,c,l,1
b,f,y,t,n,n,w,n,e,b,c,k,f,o,n,u,w,n,e,y,t,m,1
f,s,u,b,c,a,c,b,o,t,?,s,y,p,e,p,n,n,l,h,v,g,1
k,f,u,t,y,d,c,n,r,b,?,y,f,g,c,u,w,n,z,o,n,w,1
x,g,r,b,n,a,d,n,w,b,z,k,k,w,c,p,w,o,z,y,t,g,1
k,f,g,b,c,a,w,n,b,b,z,y,k,e,o,p,o,t,s,w,a,p,1
x,s,e,t,m,d,c,n,e,b,b,s,s,n,p,p,y,t,c,u,v,m,1
c,f,c,b,n,a,w,n,n,b,z,y,k,p,w,u,o,o,z,w,c,l,1
b,s,e,b,s,d,c,b,o,t,e,k,y,p,y,u,y,o,c,o,n,g,1
s,g,r,t,f,a,w,b,u,t,?,y,y,b,b,p,o,o,p,k,a,u,1
f,y,w,b,n,f,w,b,b,b,r,s,y,c,g,p,n,o,n,w,t,p,1
b,f,r,b,y,d,w,n,y,b,b,y,y,e,o,p,o,n,s,y,n,m,1
f,f,y,b,s,d,d,n,b,b,?,f,k,p,w,p,n,o,c,o,s,d,1
b,s,c,b,n,f,w,n,b,b,u,s,f,p,c,p,o,n,s,w,n,d,1
f,y,p,b,s,n,w,n,n,t,e,s,s,c,p,u,n,o,n,r,t,w,1
c,f,r,b,l,a,w,n,y,b,c,f,f,w,g,u,w,n,p,r,s,g,1
b,y,r,b,m,a,w,n,g,t,?,y,y,o,g,p,y,n,n,y,n,l,1
k,s,c,b,l,f,c,n,y,t,e,f,y,b,c,p,w,o,c,b,a,w,1
x,g,u,b,l,a,c,n,h,t,?,s,y,n,p,u,w,o,e,k,v,d,1
x,g,u,b,m,f,c,b,b,b,z,f,k,n,y,p,o,t,l,r,v,w,1
s,s,w,t,l,d,d,n,b,b,u,f,f,g,p,u,w,n,f,y,n,m,1
k,f,y,t,s,d,d,n,o,t,c,f,s,p,g,u,o,o,c,y,s,d,1
f,f,c,t,p,d,d,b,k,t,r,y,y,e,y,p,w,o,l,h,t,l,1
b,g,p,b,n,n,w,b,r,b,e,f,f,c,w,u,n,t,f,r,c,g,1
x,s,r,t,s,n,w,n,p,t,z,s,s,c,b,u,o,o,z,u,n,d,1
s,s,p,t,f,a,c,n,p,b,c,k,y,y,c,p,n,t,z,r,v,g,1
k,f,w,t,l,a,c,n,y,b,c,f,k,b,b,u,w,o,p,u,n,d,1
b,f,r,b,c,n,w,n,h,b,c,k,f,n,w,u,o,o,f,n,s,u,1
b,g,c,t,y,n,d,b,h,b,c,y,s,g,n,p,o,t,p,y,n,u,1
s,y,p,b,m,n,c,b,r,t,?,y,s,c,y,p,y,t,l,r,v,m,1
f,f,g,t,s,a,d,b,k,t,z,f,s,o,o,p,w,o,s,b,v,p,1
c,f,c,t,l,n,c,b,w,t,c,y,f,b,w,p,y,o,c,h,s,l,1
k,y,u,b,c,f,d,b,b,b,z,k,k,e,c,u,n,o,n,n,v,u,1
c,s,e,t,n,a,w,b,p,b,c,s,y,w,e,u,n,o,c,b,v,w,1
x,y,y,b,s,n,d,b,w,t,r,y,s,g,p,u,y,o,l,r,v,m,1
k,y,w,t,n,f,c,n,e,t,r,f,k,w,n,p,o,t,e,k,t,u,1
s,g,b,b,l,n,c,n,g,b,e,f,y,w,y,p,o,o,l,h,n,m,1
c,y,b,b,c,n,c,n,y,t,c,s,s,o,w,p,y,n,f,h,s,m,1
b,f,u,b,m,d,d,b,r,b,b,f,k,w,g,u,w,t,e,u,a,g,1
b,g,p,t,f,f,d,n,h,t,e,f,f,y,o,u,o,n,f,y,v,d,1
b,s,c,t,y,f,c,n,r,b,r,y,f,y,o,u,y,n,c,u,c,g,1
k,g,b,b,s,d,w,n,h,b,c,f,s,o,w,p,y,t,f,r,c,d,1
k,s,c,t,m,n,d,b,y,b,z,f,f,e,o,p,o,t,n,n,t,p,1
k,s,e,t,c,d,d,b,b,b,u,s,y,w,e,p,w,n,z,y,t,p,1
k,f,r,b,s,a,d,b,o,t,r,k,y,c,n,u,n,t,z,n,n,g,1
b,s,r,t,y,f,w,n,o,b,e,k,y,w,o,p,o,n,p,y,v,u,1
f,f,c,b,c,a,w,n,b,t,?,y,y,n,w,p,y,n,s,k,v,u,1
s,g,e,t,m,n,d,n,w,b,e,k,f,o,o,u,y,n,z,k,t,m,1
s,y,b,b,y,n,c,b,o,t,u,y,y,y,n,p,n,t,s,u,t,l,1
c,y,y,t,m,d,c,n,p,t,e,f,y,c,g,p,o,n,c,y,n,l,1
f,f,b,b,m,n,c,b,p,b,?,k,y,p,n,p,w,t,n,h,a,d,1
c,s,p,t,f,a,w,b,y,t,u,y,y,p,o,p,w,n,e,n,n,p,1
c,f,u,t,y,a,c,n,b,b,?,f,y,c,c,p,o,n,c,u,t,u,1
k,g,g,b,y,f,w,b,k,t,e,f,k,b,c,u,y,o,n,k,t,d,1
c,f,n,b,n,n,w,b,y,t,r,k,k,g,w,p,w,n,n,r,v,u,1
f,f,w,t,n,d,d,b,r,b,?,y,k,b,p,p,y,n,f,o,a,p,1
f,y,g,t,a,f,d,b,h,t,z,s,k,c,n,p,n,t,p,y,n,u,1
f,s,g,b,c,n,w,b,g,t,c,k,f,y,e,u,y,t,p,n,t,p,1
c,f,y,t,a,f,d,n,p,t,?,y,k,y,b,u,o,o,e,b,v,l,1
c,y,r,b,p,n,d,b,h,t,e,f,k,e,o,p,w,t,n,b,n,m,1
f,g,c,t,y,n,d,b,g,b,z,y,y,p,n,u,n,o,z,b,t,d,1
f,y,p,b,l,a,d,b,p,t,?,f,y,p,b,p,w,o,f,w,v,w,1
f,g,w,b,f,a,d,n,o,t,z,y,s,b,b,u,o,t,e,n,v,p,1
b,y,w,t,l,a,c,n,p,b,z,k,f,w,o,p,w,o,l,w,n,u,1
f,g,c,t,f,d,w,n,p,t,z,y,y,o,p,p,y,n,s,h,a,g,1
b,g,p,t,l,n,w,b,g,t,r,y,f,g,g,u,w,t,e,u,s,g,1
x,s,e,b,m,d,w,b,e,b,b,s,y,b,b,p,o,t,n,h,c,u,1
s,s,r,b,p,d,c,b,r,b,?,f,f,y,g,u,o,o,z,y,s,m,1
c,y,u,b,n,d,c,n,p,b,c,k,f,c,o,u,n,o,z,y,a,m,1
b,f,u,t,p,n,c,b,e,b,b,k,k,o,c,p,o,o,z,k,c,m,1
s,f,p,b,m,f,c,n,k,t,u,s,k,e,w,p,o,n,f,n,c,p,1
k,y,p,b,m,d,d,b,r,b,u,k,s,y,c,u,w,o,n,h,n,d,1
x,y,w,t,y,f,w,n,w,b,b,k,k,n,p,p,o,t,p,b,c,l,1
c,s,b,b,p,d,d,n,y,t,u,k,f,n,p,p,n,n,p,h,c,m,1
k,y,g,t,l,f,d,b,r,t,u,s,y,g,e,p,n,o,s,o,n,w,1
k,f,y,t,f,d,d,b,n,b,b,k,k,w,n,p,w,n,e,u,n,p,1
k,y,n,b,n,a,c,b,h,b,c,k,y,e,b,u,y,o,f,b,n,l,1
s,s,r,b,a,f,d,b,p,b,u,y,s,p,e,p,n,n,e,k,c,d,1
f,g,c,b,y,a,d,b,h,t,c,s,s,b,e,p,w,t,z,y,v,l,1
f,s,e,t,a,f,d,n,k,t,r,y,s,y,e,u,w,t,c,o,a,d,1
c,g,w,t,p,d,c,n,n,t,u,k,y,e,w,p,n,o,z,k,a,g,1
f,g,p,b,a,d,w,b,k,b,z,f,y,o,c,p,n,o,e,r,t,l,1
k,f,c,b,m,n,d,b,u,b,u,s,y,y,n,p,y,o,c,y,a,u,1
b,g,c,t,f,d,w,b,u,b,e,s,y,y,w,u,y,t,f,o,n,g,1
x,g,b,b,p,d,c,n,y,b,r,k,k,w,p,u,n,t,l,o,a,m,1
x,f,w,t,a,n,c,b,o,b,e,f,k,g,o,u,o,t,f,k,n,u,1
f,y,b,t,s,a,d,b,k,t,?,s,k,b,e,p,w,o,f,r,t,g,1
f,s,p,t,c,d,d,n,h,b,e,s,y,c,n,p,y,o,f,o,n,g,1
c,s,p,t,n,f,d,n,k,t,r,k,k,y,g,p,y,t,p,n,a,m,1
s,g,g,b,y,n,c,b,h,t,b,f,y,n,p,p,o,o,s,o,s,u,1
k,y,p,t,m,n,c,b,b,b,z,k,f,c,e,p,n,o,p,n,c,w,1
k,s,u,b,l,n,w,b,o,t,c,s,f,c,g,u,w,n,l,w,a,p,1
x,y,p,t,y,d,d,n,o,b,u,s,k,p,n,u,w,t,p,w,a,g,1
b,s,n,b,c,f,w,n,w,b,?,y,y,g,n,p,w,t,c,u,c,w,1
s,f,n,b,n,d,w,n,g,b,?,s,k,y,c,p,n,n,s,h,s,u,1
b,s,g,t,s,n,d,b,e,b,?,f,y,p,g,u,n,t,f,k,n,d,1
s,y,r,b,s,d,c,b,r,t,r,f,f,c,c,u,o,n,e,n,a,p,1
f,g,p,b,a,n,w,b,b,t,e,s,k,y,g,p,o,n,n,y,s,m,1
s,g,e,t,f,f,d,b,b,b,r,y,s,g,n,u,o,t,n,b,s,w,1
k,f,c,t,f,d,w,b,g,t,c,s,y,g,o,p,y,o,e,b,a,l,1
x,f,b,b,c,a,w,n,o,b,b,y,s,y,p,u,w,o,n,y,v,g,1
k,g,r,t,a,f,d,b,u,t,b,f,y,g,p,u,y,t,n,r,c,g,1
c,y,r,b,y,a,d,n,h,t,b,s,y,o,w,p,n,n,n,h,c,w,1
k,f,g,t,a,n,c,b,o,b,e,f,k,b,w,u,n,t,z,k,v,w,1
f,f,u,t,y,d,w,b,e,b,?,k,f,n,n,p,w,o,n,n,n,w,1
k,g,e,b,f,a,d,n,w,b,r,s,f,p,y,u,w,t,s,u,c,w,1
c,y,c,t,s,f,c,n,k,b,?,f,k,e,n,p,y,t,z,b,a,u,1
c,s,u,t,c,f,w,n,y,t,e,f,y,n,g,p,o,o,l,u,c,l,1
c,g,c,t,n,f,d,b,u,b,e,f,k,p,c,p,y,o,s,h,a,p,1
s,y,g,b,y,d,w,n,w,t,z,k,k,n,o,u,y,t,p,y,a,g,1
x,g,b,b,c,d,d,n,w,b,?,k,s,b,o,p,y,t,p,r,n,g,1
c,f,r,b,f,f,d,n,h,t,u,y,y,e,y,p,n,n,n,n,t,d,1
k,g,c,t,c,d,w,n,o,t,u,k,y,n,b,p,y,n,c,w,v,d,1
b,y,e,t,l,n,d,b,o,b,b,k,f,g,e,p,o,t,s,k,v,u,1
c,y,g,b,l,f,d,b,o,t,?,f,f,b,c,p,w,o,n,k,n,g,1
s,g,g,b,f,f,d,b,p,b,z,s,f,n,p,u,o,t,p,y,t,d,1
c,y,r,t,m,a,w,b,p,t,u,y,y,y,p,u,y,n,s,k,s,p,1
k,s,e,b,a,a,d,n,b,b,?,s,f,p,o,u,y,n,n,u,c,l,1
x,s,g,b,c,a,c,b,g,b,u,f,s,y,p,u,o,o,p,u,t,p,1
f,f,r,t,l,f,w,b,o,b,r,k,s,w,p,u,w,n,c,k,a,u,1
k,s,p,b,c,n,d,n,w,t,b,f,k,o,n,p,o,n,l,r,t,u,1
k,f,c,b,n,a,w,n,h,b,e,s,s,w,c,u,n,n,n,h,n,l,1
b,g,w,b,p,d,w,n,k,b,c,y,k,o,y,u,n,o,l,y,c,g,1
f,f,b,t,c,f,d,n,g,t,?,k,s,w,n,u,w,o,p,u,t,w,1
s,g,w,b,n,a,w,b,o,b,u,y,f,p,g,p,w,t,z,u,a,u,1
x,y,u,t,f,a,w,n,g,b,e,y,f,w,c,u,y,n,s,o,n,w,1
f,y,u,t,m,a,d,n,r,t,r,k,k,b,c,u,w,n,f,r,t,l,1
s,g,w,t,n,n,d,b,n,t,u,s,y,c,c,u,y,o,c,u,n,d,1
b,f,n,t,a,n,d,b,n,b,c,y,f,b,w,p,n,t,f,b,t,m,1
k,y,n,b,l,a,w,b,g,t,r,s,k,n,y,u,o,o,l,y,s,l,1
c,s,y,b,c,d,w,n,k,b,z,k,y,o,g,p,o,n,e,r,c,l,1
c,g,b,b,m,a,c,b,y,t,c,k,s,y,c,p,y,t,c,u,a,l,1
b,y,e,b,m,d,d,n,r,t,e,s,y,p,y,u,n,o,c,n,n,g,1
b,y,p,t,n,f,w,b,p,t,r,s,f,b,e,p,y,o,l,y,t,u,1
f,y,c,t,y,f,w,n,w,b,r,f,k,c,b,u,o,t,c,o,a,m,1
c,f,c,b,p,d,d,n,u,t,e,k,k,n,o,p,w,t,c,r,a,w,1
k,f,g,t,c,a,c,n,u,t,b,k,k,o,c,p,o,t,e,w,c,g,1
x,f,y,t,s,f,d,n,w,t,r,y,s,y,y,u,o,n,f,b,s,d,1
s,f,e,t,y,n,d,b,o,b,c,s,f,n,e,u,n,n,e,r,a,d,1
s,g,e,b,a,n,c,b,r,b,b,y,k,e,p,u,n,o,s,h,a,p,1
x,y,y,b,y,n,d,n,h,b,z,s,f,p,o,u,o,n,l,r,n,m,1
x,s,y,t,c,a,w,n,n,t,u,k,s,n,n,p,y,n,e,h,a,u,1
b,g,e,t,n,n,d,n,u,b,?,k,y,e,b,p,o,n,f,k,s,w,1
k,f,y,t,y,n,w,n,p,t,?,s,y,e,o,u,w,t,f,h,s,l,1
k,y,n,t,a,n,d,b,g,b,c,k,s,y,o,p,o,n,e,h,a,d,1
b,g,n,t,a,n,c,b,n,b,?,s,f,w,y,u,n,o,l,h,v,m,1
x,s,y,b,y,a,c,n,o,b,z,f,f,e,e,p,n,o,z,r,t,u,1
f,f,w,b,s,a,c,b,h,b,u,f,y,c,e,u,o,n,n,n,a,l,1
s,y,r,t,n,n,w,n,b,b,r,s,k,c,w,p,o,n,p,o,c,d,1
f,g,b,t,c,f,d,b,b,b,c,y,k,n,g,p,n,n,f,b,n,m,1
s,y,e,b,p,a,w,b,h,b,c,f,s,c,g,p,o,t,z,y,v,m,1
k,y,p,b,m,d,w,b,e,t,e,s,k,w,o,p,o,o,f,w,v,w,1
c,f,w,b,m,a,c,b,y,b,b,f,y,y,b,u,w,o,n,w,c,d,1
b,y,p,t,f,d,w,n,n,b,b,y,s,c,y,u,o,n,f,u,t,u,1
f,s,e,t,m,n,d,n,o,t,b,f,y,n,g,p,n,n,e,o,v,d,1
x,f,y,b,a,f,w,b,n,b,u,k,y,g,y,u,w,o,z,y,c,w,1
x,f,p,b,m,d,c,n,y,t,?,f,f,g,c,p,n,t,n,o,t,w,1
c,s,u,t,m,n,c,n,h,b,c,s,s,o,p,p,o,t,n,y,c,w,1
s,g,y,b,s,f,w,b,h,b,r,s,k,o,b,p,y,n,n,u,n,u,1
b,f,e,b,l,f,c,n,u,b,e,y,s,g,b,p,w,n,f,b,n,p,1
s,s,c,b,p,n,c,b,e,b,r,y,y,p,p,u,w,t,c,u,n,u,1
b,y,r,b,f,a,w,n,r,b,u,k,y,y,o,p,w,o,p,w,v,w,1
b,s,c,b,s,n,w,n,b,b,r,s,y,n,e,u,o,t,f,u,n,w,1
c,s,g,t,a,a,d,b,b,t,r,y,y,b,n,p,w,t,l,r,s,l,1
x,y,n,b,s,a,w,n,p,t,c,f,s,w,w,u,n,o,l,o,c,m,1
s,y,u,b,f,d,d,n,k,t,b,y,s,c,g,u,n,o,e,r,n,l,1
k,y,r,t,f,a,d,n,n,b,c,f,s,n,c,u,y,o,e,y,t,g,1
b,g,r,b,y,n,c,n,k,b,?,f,s,w,w,p,n,n,z,n,s,g,1
c,g,u,b,l,d,d,b,n,t,r,k,k,w,b,p,y,n,f,r,t,w,1
c,g,w,b,p,d,c,b,o,t,e,y,s,p,o,u,n,t,z,r,c,m,1
s,g,w,t,m,f,w,b,g,t,z,s,f,g,g,p,n,n,f,h,v,l,1
f,g,e,b,n,n,c,b,y,t,z,y,k,n,y,p,n,o,e,k,n,d,1
c,f,b,b,f,f,d,n,p,t,?,y,y,c,c,u,w,t,s,b,t,p,1
f,y,n,b,l,a,d,b,o,b,e,k,k,e,w,p,n,o,c,w,s,p,1
s,s,b,t,a,f,c,b,u,t,c,k,s,o,p,u,o,n,l,o,s,u,1
s,g,p,b,n,f,d,n,h,b,c,s,k,g,p,u,y,o,z,o,v,u,1
s,y,c,b,y,f,c,b,n,b,r,k,y,y,b,u,o,t,s,o,s,g,1
s,y,b,t,s,a,d,b,b,b,?,f,k,o,g,u,o,t,n,k,c,l,1
f,f,p,t,y,a,w,b,h,b,c,k,f,n,o,p,o,o,e,h,n,d,1
s,y,c,t,c,n,w,n,h,b,e,s,y,e,b,p,w,n,z,o,t,m,1
b,s,e,b,c,f,d,b,k,b,z,k,k,o,p,p,y,t,p,o,c,d,1
s,y,g,b,s,n,w,b,h,b,c,y,y,b,o,u,o,n,f,b,v,p,1
c,f,p,t,p,n,d,n,h,b,?,y,f,n,o,u,n,n,f,o,n,w,1
k,y,u,t,y,a,c,b,r,b,z,s,f,p,b,u,n,n,z,n,n,p,1
c,y,y,t,y,f,d,b,h,t,b,s,k,o,e,u,w,o,p,b,v,w,1
c,f,r,t,a,f,c,n,o,t,c,f,s,c,g,p,n,t,e,y,c,m,1
f,s,r,b,c,d,w,b,p,t,r,k,k,g,b,u,w,o,s,r,c,l,1
f,g,r,b,m,n,c,n,p,t,b,k,y,w,n,p,w,o,f,n,a,d,1
f,f,w,t,m,a,c,n,k,t,e,y,f,e,w,p,y,t,f,o,t,p,1
s,f,e,b,y,f,c,b,r,t,c,k,k,g,c,u,o,o,e,w,n,m,1
k,g,e,b,p,a,d,b,h,b,r,k,y,y,e,u,n,t,f,o,t,p,1
s,f,u,t,n,n,c,b,r,b,r,s,k,n,o,p,o,o,p,w,a,p,1
s,f,p,b,p,n,w,b,p,b,e,s,f,e,e,u,w,n,z,n,c,u,1
f,f,u,b,f,n,c,b,g,b,?,y,f,b,p,u,y,n,z,b,t,l,1
x,s,y,b,y,a,c,n,e,b,?,s,f,w,y,p,o,t,l,u,t,l,1
c,s,u,b,y,f,c,b,u,t,c,y,s,o,g,u,n,n,p,y,v,p,1
k,y,e,t,f,d,w,n,o,t,b,f,f,c,y,p,y,t,l,u,s,p,1
f,g,u,b,y,f,w,b,w,t,z,f,k,o,w,u,w,n,f,b,c,w,1
s,g,c,t,p,f,w,b,p,b,r,y,f,o,c,u,o,t,p,w,c,m,1
k,y,g,t,f,d,w,b,h,b,u,y,f,y,y,u,w,t,s,w,v,l,1
x,g,w,t,p,a,c,n,w,t,c,y,s,y,c,p,y,o,l,k,n,w,1
k,f,g,t,m,n,c,b,y,t,b,k,f,o,p,p,n,n,n,u,a,u,1
s,y,p,b,m,d,d,n,b,b,?,s,y,y,n,p,n,o,f,y,a,d,1
f,g,y,t,l,a,d,b,b,t,u,k,y,p,y,p,w,t,s,n,v,m,1
s,s,p,t,l,f,c,n,u,b,r,k,k,n,c,p,n,n,e,o,t,g,1
f,g,g,b,p,a,d,n,n,b,r,k,f,y,o,p,n,o,s,y,v,m,1
c,f,b,t,s,n,c,n,p,b,c,s,s,g,y,u,o,o,n,u,a,d,1
c,y,w,t,s,f,c,n,g,b,?,y,k,e,p,u,n,t,e,r,v,w,1
x,g,u,b,s,a,c,n,b,b,c,y,s,e,w,p,w,o,f,y,a,d,1
x,y,c,b,s,f,d,n,r,b,r,s,f,o,g,u,o,n,p,w,n,p,1
x,y,b,t,y,n,w,n,n,t,?,k,k,e,o,p,w,n,f,k,t,u,1
c,g,c,t,m,f,w,b,b,b,b,k,k,b,o,u,y,n,c,h,s,u,1
x,g,r,t,l,d,w,b,e,t,r,f,y,b,w,p,o,n,n,r,a,u,1
b,g,p,b,a,f,d,b,e,t,c,s,k,o,p,u,y,n,n,r,c,u,1
c,s,r,t,c,n,c,b,k,b,u,y,f,p,y,u,w,o,n,b,a,d,1
x,f,w,b,m,n,w,n,g,t,z,y,s,e,e,p,n,t,p,r,v,w,1
x,g,u,b,a,a,w,n,y,b,e,f,s,p,c,p,n,o,s,u,v,l,1
k,y,n,t,m,n,d,b,k,b,c,s,k,y,y,u,w,o,p,h,n,p,1
k,f,w,t,f,f,c,n,k,b,e,f,s,w,o,u,o,n,c,u,c,d,1
b,y,y,t,m,a,d,n,e,b,z,y,f,w,c,p,w,o,s,b,n,g,1
s,g,g,t,s,f,c,n,y,b,?,k,k,n,e,u,n,n,e,w,a,p,1
c,s,w,t,c,f,w,b,b,t,e,k,k,e,g,u,o,o,z,r,t,u,1
b,g,b,t,f,a,w,n,p,b,z,f,f,n,n,p,n,o,n,o,t,p,1
s,g,n,b,y,d,d,b,w,b,c,y,y,c,o,p,o,o,f,b,n,u,1
k,g,g,b,y,f,c,n,o,t,b,s,s,p,p,u,y,n,s,w,s,m,1
b,f,g,t,m,a,w,n,n,b,b,k,y,n,g,p,w,t,z,n,v,d,1
c,s,e,b,p,f,d,b,b,t,r,s,y,c,w,p,w,t,s,o,n,w,1
f,g,p,b,a,f,w,b,r,b,?,f,f,b,o,p,y,o,l,b,v,p,1
f,f,y,t,p,a,c,b,r,b,r,k,k,p,g,p,o,t,n,w,s,d,1
s,g,g,b,c,d,c,b,g,b,c,f,f,c,n,p,w,t,p,o,t,d,1
c,f,n,b,c,n,c,n,w,b,z,s,k,p,g,u,n,n,l,h,a,l,1
f,g,b,b,l,f,c,b,e,b,?,k,k,p,w,u,o,t,f,u,a,w,1
x,y,w,t,y,d,c,n,p,b,r,s,f,c,c,u,o,n,z,h,t,p,1
c,y,n,b,l,a,c,b,r,t,e,s,y,b,w,p,o,n,z,n,n,g,1
b,g,w,t,f,f,d,n,b,t,b,k,f,p,n,u,y,n,z,n,t,l,1
b,y,p,t,m,n,w,b,y,t,b,s,s,y,y,p,o,o,f,h,s,u,1
f,f,w,t,p,n,c,n,u,t,z,k,s,b,c,u,n,n,p,w,n,p,1
x,y,c,t,l,d,c,n,g,t,e,s,k,y,p,p,w,o,p,w,t,w,1
c,y,p,t,f,d,c,b,w,t,z,f,y,g,p,p,w,t,c,u,n,l,1
k,y,e,t,f,a,d,b,r,t,b,f,f,y,y,u,n,n,e,n,s,l,1
s,y,c,t,c,n,c,b,p,b,r,y,y,c,o,u,y,n,n,h,c,l,1
b,y,u,b,m,n,d,b,p,t,?,s,y,e,c,u,w,t,p,o,s,g,1
c,f,n,b,c,a,w,n,k,t,e,k,k,g,g,u,y,o,e,w,v,p,1
c,f,r,b,f,d,d,b,b,t,z,f,k,p,p,p,y,t,l,w,v,g,1
c,y,e,t,f,a,c,n,e,b,e,f,s,c,p,p,w,o,s,u,v,g,1
b,y,u,b,s,d,c,b,r,t,c,k,y,c,y,u,y,t,l,y,v,d,1
k,s,b,t,p,f,w,n,e,t,r,k,s,b,b,u,w,n,c,u,t,l,1
c,f,e,b,f,n,c,n,b,b,e,k,y,o,o,p,y,n,s,k,t,l,1
f,y,g,b,f,d,c,b,n,t,?,k,k,b,e,p,w,o,e,w,v,l,1
b,g,n,t,s,n,c,b,k,b,z,s,y,c,n,u,y,o,z,k,t,d,1
b,f,n,t,y,a,w,n,w,t,?,s,s,p,w,p,o,t,f,u,s,g,1
b,f,e,b,c,n,w,n,y,t,u,s,s,p,g,p,w,t,z,r,c,w,1
k,s,b,t,n,f,c,b,o,b,b,s,f,o,o,u,y,t,e,y,a,m,1
k,f,u,t,p,d,w,b,o,t,z,k,k,g,y,u,w,o,p,h,s,l,1
k,g,u,b,s,d,c,n,n,t,r,s,y,g,e,p,w,t,z,u,v,l,1
x,y,r,t,m,d,c,n,e,t,u,f,s,n,g,p,y,o,s,w,v,l,1
x,g,e,b,s,a,c,n,y,t,u,y,f,w,b,p,y,t,l,h,a,w,1
k,y,p,t,f,d,c,n,y,b,e,s,s,w,y,u,o,o,e,o,a,u,1
b,f,r,b,l,n,c,b,p,b,z,s,s,n,n,u,y,o,l,r,a,m,1
c,y,w,t,s,f,w,b,g,t,z,f,f,o,p,u,o,n,p,y,t,l,1
k,s,p,b,p,d,w,b,k,b,z,k,f,n,o,p,n,o,l,w,t,d,1
s,g,w,b,y,n,d,n,k,t,b,f,f,b,n,p,n,n,e,k,v,d,1
x,y,n,b,f,a,d,b,e,t,c,f,k,b,c,u,y,o,n,u,s,l,1
s,g,g,b,p,f,c,n,b,t,b,y,k,n,b,p,o,o,l,y,n,u,1
c,g,b,b,s,n,c,n,u,t,?,s,k,o,e,p,y,n,s,k,n,m,1
c,y,w,t,m,f,w,n,e,t,z,f,s,w,n,u,n,o,c,r,c,d,1
c,y,c,b,m,d,c,b,o,t,?,f,y,c,o,u,o,n,n,w,c,g,1
